id	label	title	paragraph	sentence
1252	0	Coal	17	In 1700, five-sixths of the world's coal was mined in Britain.
1261	0	Coal	20	Emission intensity is the greenhouse gas emitted over the life of a generator per unit of electricity generated.
1409	0	Coal	69	Coal mining can emit methane, another greenhouse gas.
1443	0	Coal	79	Coal in Turkey benefited from substantial subsidies.
1449	0	Coal	81	Allegations of corruption are being investigated in India and China.
1539	0	Climate	16	An oceanic climate is typically found along the west coasts at the middle latitudes of all the world's continents, and in southeastern Australia, and is accompanied by plentiful precipitation year-round.
1561	0	Climate	24	Thermal classifications within the Thornthwaite scheme include microthermal, mesothermal, and megathermal regimes.
1682	0	Deforestation	22	Forestry operations themselves also increase erosion through the development of (forest) roads and the use of mechanized equipment.
1688	0	Deforestation	25	Due to deforestation, the removal of trees causes sloped lands to be more susceptible to landslides.
1735	1	Deforestation	42	The change was abrupt, specifically, at this time climate became cooler and drier, conditions that are not favorable to the growth of rainforests and much of the biodiversity within them.
1776	0	Deforestation	51	When populations were quickly decreased by causes such as the Black Death or devastating warfare (for example, Genghis Khan's Mongol hordes in eastern and central Europe, Thirty Years' War in Germany), this could lead to settlements being abandoned.
1778	0	Deforestation	52	From 1100 to 1500 AD, significant deforestation took place in Western Europe as a result of the expanding human population.
1808	0	Deforestation	59	Conversely, a newer analysis of satellite images reveals that deforestation of the Amazon rainforest is twice as fast as scientists previously estimated.
1950	0	Deforestation	91	Through deforestation, hosts and reservoir species are forced into neighboring habitats.
2008	0	Desertification	16	Dust and sand storms can have a negative effect on the climate which can make desertification worse.
2017	0	Desertification	18	This is driven by a number of factors, alone or in combination, such as drought, climatic shifts, tillage for agriculture, overgrazing and deforestation for fuel or construction materials.
2099	0	Ecology	2	It overlaps with the closely related sciences of evolutionary biology, genetics, and ethology.
2154	0	Ecology	12	This tends to afford them a competitive advantage and discourages similarly adapted species from having an overlapping geographic range.
2226	0	Ecology	28	"The underlying concept of ecosystem can be traced back to 1864 in the published work of George Perkins Marsh (""Man and Nature"")."
2298	0	Ecology	41	"The two disciplines often appear together, such as in the title of the journal ""Trends in Ecology and Evolution""."
2325	0	Ecology	47	Social behaviours include reciprocally beneficial behaviours among kin and nest mates and evolve from kin and group selection.
2362	0	Ecology	53	"In the ""r/K""-selection model, the first variable ""r"" is the intrinsic rate of natural increase in population size and the second variable ""K"" is the carrying capacity of a population."
2384	0	Ecology	56	The ecological complexities human beings are facing through the technological transformation of the planetary biome has brought on the Anthropocene.
2442	0	Ecology	65	Diffusion of carbon dioxide and oxygen is approximately 10,000 times slower in water than in air.
2468	0	Ecology	68	Wind power and the turbulent forces it creates can influence heat, nutrient, and biochemical profiles of ecosystems.
2477	0	Ecology	69	Fire releases CO and converts fuel into ash and tar.
2496	0	Ecology	71	This aerates soils and stimulates heterotrophic growth and production.
2508	0	Ecology	73	There have been major restructurings in these global carbon budgets during the Earth's history, regulated to a large extent by the ecology of the land.
2509	1	Ecology	73	For example, through the early-mid Eocene volcanic outgassing, the oxidation of methane stored in wetlands, and seafloor gases increased atmospheric CO (carbon dioxide) concentrations to levels as high as 3500 ppm.
2513	1	Ecology	74	Human-driven modifications to the planet's ecosystems (e.g., disturbance, biodiversity loss, agriculture) contributes to rising atmospheric greenhouse gas levels.
2567	0	Ecology	83	There are strong historical and scientific ties between ecology, environmental management, and protection.
2604	0	Ecosystem	8	The most important of these is climate.
2630	0	Ecosystem	15	In terrestrial ecosystems, roughly 90% of the net primary production ends up being broken down by decomposers.
2662	0	Ecosystem	22	Decomposition rates vary among ecosystems.
2685	0	Ecosystem	27	When plant tissues are shed or are eaten, the nitrogen in those tissues becomes available to animals and microbes.
2781	0	European Environment Agency	8	"These cooperation activities are integrated into Eionet and are supported by the EU under the ""Instrument for Pre-Accession Assistance""."
2821	0	Energy	10	Thermodynamics aided the rapid development of explanations of chemical processes by Rudolf Clausius, Josiah Willard Gibbs, and Walther Nernst.
2927	0	Energy	36	Energy may be transformed between different forms at various efficiencies.
2936	0	Energy	38	However, some energy transformations can be quite efficient.
3071	0	Erosion	10	"This is distinguished from changes on the bed of the watercourse, which is referred to as ""scour""."
3083	0	Erosion	13	Shoreline erosion, which occurs on both exposed and sheltered coasts, primarily occurs through the action of currents and waves but sea level (tidal) change can also play a role.
3094	0	Erosion	13	"Another significant source of erosion, particularly on carbonate coastlines, is boring, scraping and grinding of organisms, a process termed ""bioerosion""."
3126	0	Erosion	19	Interplay of glacial erosion and tectonic forcing governs the morphologic impact of glaciations on active orogens, by both influencing their height, and by altering the patterns of erosion during subsequent glacial periods via a link between rock uplift and valley cross-sectional shape.
3319	0	Earthquake	26	However, accurate recordings of earthquakes only began in the early 1900s, so it is too early to categorically state that this is the case.
3333	0	Earthquake	31	The moment magnitude scale measures the amplitude of the shock, but also takes into account the seismic moment (total rupture area, average slip of the fault, and rigidity of the rock).
3430	0	Earthquake	64	"Haruki Murakami's short fiction collection ""After the Quake"" depicts the consequences of the Kobe earthquake of 1995."
3432	0	Earthquake	65	"Jacob M. Appel's widely anthologized short story, ""A Comparative Seismology"", features a con artist who convinces an elderly woman that an apocalyptic earthquake is imminent."
3459	0	Environmental skepticism	7	"Supporters of environmentalists argue that ""skepticism"" implies a form of denialism, and that, in the US particularly, ""large donations [have been made] to Senators and Congressmen and [have] sponsored neoliberal think tanks and contrarian scientific research."
3486	0	Fred Singer	4	"His doctoral thesis was titled, """"The density spectrum and latitude dependence of extensive cosmic ray air showers""."
3532	0	Fred Singer	15	"Each move gave me a completely new perspective,"" he said."
3581	1	Fred Singer	26	"He told CBC: ""It was warmer a thousand years ago than it is today."
3583	0	Fred Singer	26	Is that good or bad?
3635	1	Fred Singer	34	"Singer prepared an NIPCC report called ""Nature, Not Human Activity, Rules the Climate,"" published in March 2008 by The Heartland Institute, a conservative think tank."
3652	0	Greenland	1	Greenland is divided into five municipalities — Sermersooq, Kujalleq, Qeqertalik, Qeqqata, and Avannaata.
3681	0	Greenland	6	In the Icelandic sagas, the Norwegian-born Icelander Erik the Red was said to be exiled from Iceland for manslaughter.
3736	0	Greenland	17	The expeditions were mostly unsuccessful, partly due to leaders who lacked experience with the difficult arctic ice and weather conditions, and partly because the expedition leaders were given instructions to search for the Eastern Settlement on the east coast of Greenland just north of Cape Farewell, which is almost inaccessible due to southward drifting ice.
3753	0	Greenland	19	Bluie was the military code name for Greenland.
3763	0	Greenland	21	A final report (G-50) was presented in 1950: Greenland was to be a modern welfare state with Denmark as sponsor and example.
3836	0	Greenland	35	The pertinent climatic glacier snowline (ELA) ran at about in height.
3884	0	Greenland	45	The commissioner is Mikaela Engell.
3906	0	Greenland	52	Other mineral prospects are improving as prices are increasing.
3955	0	Greenland	67	The remaining 12% of people are of European descent, mainly Greenland Danes.
3992	0	Greenland	76	While there are no official census data on religion in Greenland, the Bishop of Greenland Sofie Petersen estimates that 85% of the Greenlandic population are members of her congregation.
4062	0	Global warming	12	Global surface temperature is subject to short-term fluctuations that overlie long-term trends, and can temporarily mask or magnify them.
4091	0	Global warming	18	Humans change the land surface mainly to create more agricultural land.
4135	0	Global warming	26	Roughly half of each year's CO emissions have been absorbed by plants on land and in oceans.
4143	0	Global warming	28	Computer models are run on supercomputers to reproduce and predict the circulation of the oceans, the annual cycle of the seasons, and the flows of carbon between the land surface and the atmosphere.
4156	1	Global warming	31	Sea level rise since 1990 was underestimated in older models, but now agrees well with observations.
4174	1	Global warming	35	The maximum rainfall and wind speed from hurricanes and typhoons are likely increasing.
4200	0	Global warming	40	All regions are at risk of experiencing negative impacts, with low-latitude, less developed areas facing the greatest risk.
4237	0	Global warming	47	In some scenarios emissions continue to rise over the century, while others have reduced emissions.
4238	1	Global warming	47	Fossil fuel reserves are abundant, and will not limit carbon emissions in the 21st century.
4252	0	Global warming	51	"Some disagree with encouraging people to stop having children, saying that children ""embody a profound hope for the future"", and that more emphasis should be placed on overconsumption, lifestyle choices of the world's wealthy, fossil fuel companies, and government inaction."
4257	0	Global warming	53	The public sector, private sector, and communities are all gaining experience with adaptation, and adaptation is becoming embedded within certain planning processes.
4272	0	Global warming	57	"During these negotiations, the G77 (a lobbying group in the United Nations representing developing countries) pushed for a mandate requiring developed countries to ""[take] the lead"" in reducing their emissions."
4273	1	Global warming	57	This was justified on the basis that the developed countries' emissions had contributed most to the accumulation of greenhouse gases in the atmosphere, per-capita emissions were still relatively low in developing countries, and the emissions of developing countries would grow to meet their development needs.
4283	0	Global warming	58	Instead, the procedure of regularly setting ever more ambitious goals and reevaluating these goals every five years has been made binding.
4288	1	Global warming	60	In 2019, the British Parliament became the first national government in the world to officially declare a climate emergency.
4341	0	Global warming	73	Water vapour appeared to be the main factor, his subsequent thermal research focussed on molecular physics and meteorology.
4348	0	Global warming	74	From this, Arrhenius calculated the temperature increase from doubling .
4391	0	Global Climate Coalition	4	Exxon, and later ExxonMobil, had a leadership role in coalition.
4396	0	Global Climate Coalition	4	GCC was run by Ruder Finn, a public relations firm.
4427	1	Global Climate Coalition	12	At the conference in Geneva, GCC issued a statement that said it was too early to determine the causes of global warming.
4429	0	Global Climate Coalition	13	After actor Leonardo DiCaprio, chairman of Earth Day 2000, interviewed Clinton for ABC News, GCC sent out an e-mail that said that DiCaprio's first car was a Jeep Grand Cherokee and that his current car was a Chevrolet Tahoe.
4444	1	Global Climate Coalition	19	"The advertisements said, “the UN Climate Treaty isn’t Global...and it won’t work” and ""Americans will pay the price...50 cents more for every gallon of gasoline."
4449	1	Global Climate Coalition	20	"GCC's chairman told a US congressional committee that mandatory greenhouse gas emissions limits were: ""an unjustified rush to judgement."
4461	0	Global Climate Coalition	21	DuPont left the coalition in 1997 and Shell Oil (US) left in 1998.
4472	0	Global Climate Coalition	24	"According to the ""Los Angeles Times"", GCC members integrated projections from climate models into their operational planning while publicly criticising the models."
4570	0	Holocene	3	"The name ""Holocene"" comes from the Ancient Greek words (""holos"", whole or entire) and (""kainos"", new), meaning ""entirely recent""."
4693	0	Hydropower	17	Development of a hydropower site requires analysis of flow records, sometimes spanning decades, to assess the reliable annual energy supply.
4833	0	Holocene extinction	32	Most of what once was mammoth steppe has been converted to mire, rendering the environment incapable of supporting them, notably the woolly mammoth.
4838	1	Holocene extinction	33	In the Americas, a controversial explanation for the shift in climate is presented under the Younger Dryas impact hypothesis, which states that the impact of comets cooled global temperatures.
4846	0	Holocene extinction	35	Large populations of megaherbivores have the potential to contribute greatly to the atmospheric concentration of methane, which is an important greenhouse gas.
4855	0	Holocene extinction	36	Another study examined the change in the methane concentration in the atmosphere at the end of the Pleistocene epoch after the extinction of megafauna in the Americas.
4962	0	James Lovelock	2	His methods were influential in the theories of cryonics (the cryopreservation of humans).
4986	0	James Lovelock	10	In early 1961, Lovelock was engaged by NASA to develop sensitive instruments for the analysis of extraterrestrial atmospheres and planetary surfaces.
5002	0	James Lovelock	15	"He later explained this claim in an interview with ""The Manchester Magazine""."
5009	0	James Lovelock	16	"He found the gas in each of the 50 air samples that he collected but, not realising that the breakdown of CFCs in the stratosphere would release chlorine that posed a threat to the ozone layer, concluded that the level of CFCs constituted ""no conceivable hazard""."
5060	1	James Lovelock	29	"In a March 2010 interview with ""The Guardian"" newspaper, he said that democracy might have to be ""put on hold"" to prevent climate change."
5101	0	James Lovelock	47	Interviews
5104	0	Kyoto Protocol	1	There are currently 192 parties (Canada withdrew from the protocol, effective December 2012) to the Protocol.
5135	1	Kyoto Protocol	16	The natural, technical and social sciences can provide information on decisions relating to this objective including the possible magnitude and rate of future climate changes.
5177	1	Kyoto Protocol	31	The production of emission reductions generated by the CDM and JI can be used by Annex I Parties in meeting their emission limitation commitments.
5180	0	Kyoto Protocol	31	"The reductions are called ""credits"" because they are emission reductions credited against a hypothetical baseline of emissions."
5210	1	Kyoto Protocol	45	In 2010, 97% of trade in the international carbon market was driven by the European Union Emission Trading Scheme (EU ETS).
5220	0	Kyoto Protocol	47	Emission savings include cuts in methane, HFC, and NO emissions.
5250	0	Kyoto Protocol	57	Forest management, cropland management, grazing land management, and revegetation are all eligible LULUCF activities under the Protocol.
5273	0	Kyoto Protocol	64	The final targets negotiated in the Protocol are the result of last minute political compromises.
5306	0	Kyoto Protocol	76	Therefore, even though the Clinton administration signed the treaty, it was never submitted to the Senate for ratification.
5317	0	Kyoto Protocol	78	As such, for the treaty to go into legal effect without US ratification, it would require a coalition including the EU, Russia, Japan, and small parties.
5348	0	Kyoto Protocol	85	The summary below contains more up-to-date information on how close countries are to meeting their first-round targets.
5379	0	Kyoto Protocol	94	Emissions
5389	0	Kyoto Protocol	99	Emissions per-capita in non-Annex I countries are still, for the most part, much lower than in industrialized countries.
5390	0	Kyoto Protocol	99	Non-Annex I countries do not have quantitative emission reduction commitments, but they are committed to mitigation actions.
5417	0	Kyoto Protocol	104	Furthermore, the debates under these instruments have not considered the suggestions and proposals of the Indigenous Peoples nor have the appropriate mechanisms to guarantee our participation in all the debates that directly concern the Indigenous Peoples has been established.
5424	0	Kyoto Protocol	105	Australia, under former Prime Minister Kevin Rudd, has since ratified the treaty, which took effect in March 2008.
5450	1	Kyoto Protocol	113	COP 21 aims to hold the increase in the global average rise in temperature below 2 degree.
5489	0	Meteorology	5	The Samaveda mentions sacrifices to be performed when certain phenomena were noticed.
5526	0	Meteorology	13	In 1761, Joseph Black discovered that ice absorbs heat without changing its temperature when melting.
5537	0	Meteorology	14	Understanding the kinematics of how exactly the rotation of the Earth affects airflow was partial at first.
5545	0	Meteorology	15	In the 1650s natural philosophers started using these instruments to systematically record weather observations.
5550	0	Meteorology	15	"Hippocrates' treatise ""Airs, Waters, and Places"" had linked weather to disease."
5581	0	Meteorology	20	Richardson envisioned a large auditorium of thousands of people performing the calculations.
5591	0	Meteorology	23	Meteorologists are scientists who study meteorology.
5642	0	Meteorology	33	The Naval Research Laboratory in Monterey, California, developed a global atmospheric model called Navy Operational Global Atmospheric Prediction System (NOGAPS).
5672	0	Meteorology	39	In extreme cases, 2 to 3 inches of ice can form on the leading edge of the airfoil in less than 5 minutes.
5675	0	Meteorology	40	Conversely, they are interested in the role of vegetation on climate and weather.
5680	0	Meteorology	42	There are some initiatives – such as the DRIHM project – that are trying to address this issue.
5715	0	Nuclear power	8	In 1938, German chemists Otto Hahn and Fritz Strassmann, along with Austrian physicist Lise Meitner and Meitner's nephew, Otto Robert Frisch, conducted experiments with the products of neutron-bombarded uranium, as a means of further investigating Fermi's claims.
5736	0	Nuclear power	14	with the U.S. Navy fleet of nuclear-powered ships, standing at some 80 vessels as of 2018.
5803	0	Nuclear power	39	Numerous countries, including Austria (1978), Sweden (1980) and Italy (1987) (influenced by Chernobyl) have voted in referendums to oppose or phase out nuclear power.
5834	0	Nuclear power	51	Eight new grid connections were completed by China in 2015.
5850	0	Nuclear power	56	These problems are related to very strict safety requirements, uncertain regulatory environment, slow rate of construction, and large stretches of time with no nuclear construction and consequent loss of know-how.
5868	0	Nuclear power	60	The released neutrons can hit other uranium or plutonium nuclei, causing new fission reactions, which release more energy and more neutrons.
5931	0	Nuclear power	81	Some experts suggest that centralized underground repositories which are well-managed, guarded, and monitored, would be a vast improvement.
6007	0	Nuclear power	105	at a similar price.
6074	0	Nuclear power	121	Iran was an early participant from 1974, and remains a shareholder of Eurodif via Sofidif.
6123	0	Nuclear power	136	A 2018 analysis by MIT argued that, to be much more cost-effective as they approach deep decarbonization, electricity systems should integrate baseload low carbon resources, such as nuclear, with renewables, storage and demand response.
6229	0	Petroleum	21	The embargo caused an oil crisis with many short- and long-term effects on global politics and the global economy.
6285	0	Petroleum	34	Propane can be liquified under modest pressure, and is consumed for just about every application relying on petroleum for energy, from cooking to heating to transportation.
6316	0	Petroleum	52	Temperatures also remained constant.
6346	0	Petroleum	57	Unusual magma intrusions, however, could have created greater localized heating.
6350	0	Petroleum	58	Sometimes, oil formed at extreme depths may migrate and become trapped at a much shallower level.
6423	0	Petroleum	86	Source: CIA World Factbook
6458	0	Petroleum	99	Petroleum-based vehicle fuels can be replaced by either alternative fuels, or other methods of propulsion such as electric or nuclear.
6510	0	Phosphorus	3	Phosphates (compounds containing the phosphate ion, PO) are a component of DNA, RNA, ATP, and phospholipids.
6605	0	Phosphorus	23	With fluoride, PF forms PF, an anion that is isoelectronic with SF.
6628	0	Phosphorus	29	Phosphine is produced by hydrolysis of calcium phosphide, CaP.
6651	0	Phosphorus	34	(In Greek mythology and tradition, Augerinus (Αυγερινός = morning star, still in use today), Hesperus or Hesperinus (΄Εσπερος or Εσπερινός or Αποσπερίτης = evening star, still in use today) and Eosphorus (Εωσφόρος = dawnbearer, not in use for the planet after Christianity) are close homologues, and also associated with Phosphorus-the-planet).
6683	0	Phosphorus	44	After the depletion of world guano sources about the same time, mineral phosphates became the major source of phosphate fertiliser production.
6706	0	Phosphorus	47	The white phosphorus is then oxidised to phosphoric acid and subsequently neutralised with base to give phosphate salts.
6752	0	Phosphorus	61	The strip contains red phosphorus that heats up upon striking, reacts with the oxygen-releasing compound in the head, and ignites the flammable material of the head.
6787	0	Phosphorus	70	As for safety, the IOM sets Tolerable upper intake levels (ULs) for vitamins and minerals when evidence is sufficient.
6881	0	Photosynthesis	15	The thylakoids appear as flattened disks.
6882	0	Photosynthesis	15	The thylakoid itself is enclosed by the thylakoid membrane, and within the enclosed volume is a lumen or thylakoid space.
6923	0	Photosynthesis	25	Elevating another electron will first require re-reduction of the reaction center.
7066	0	Photosynthesis	59	The carbon reduction cycle is known as the Calvin cycle, which ignores the contribution of Bassham and Benson.
7108	0	Photosynthesis	72	When the concentration of carbon dioxide is high, RuBisCO will fix carbon dioxide.
7109	0	Photosynthesis	72	However, if the carbon dioxide concentration is low, RuBisCO will bind oxygen instead of carbon dioxide.
7113	0	Permian–Triassic extinction event	1	The Permian–Triassic extinction event, also known as the P–Tr extinction, the P–T extinction, the End-Permian Extinction, and colloquially as the Great Dying, formed the boundary between the Permian and Triassic geologic periods, as well as between the Paleozoic and Mesozoic eras, approximately 252 million years ago.
7132	0	Permian–Triassic extinction event	4	"Newer chemical evidence agrees better with a fungal origin for ""Reduviasporonites"", diluting these critiques."
7210	0	Permian–Triassic extinction event	26	In marine organisms, relatively modest but sustained increases in concentrations hamper the synthesis of proteins, reduce fertilization rates, and produce deformities in calcareous hard parts.
7212	0	Permian–Triassic extinction event	26	The decrease in ocean pH is calculated to be up to 0.7 units.
7249	0	Permian–Triassic extinction event	38	Some temnospondyl amphibians made a relatively quick recovery, in spite of nearly becoming extinct.
7264	0	Permian–Triassic extinction event	45	As 70% of the Earth's surface is currently sea, an asteroid or comet fragment is now perhaps more than twice as likely to hit ocean as it is to hit land.
7266	0	Permian–Triassic extinction event	45	Thus, craters produced by very large impacts may be masked by extensive flood basalting from below after the crust is punctured or weakened.
7308	0	Permian–Triassic extinction event	58	Carbon-cycle models confirm that it would have had enough effect to produce the observed reduction.
7326	0	Permian–Triassic extinction event	62	Models of ocean chemistry suggest that anoxia and euxinia were closely associated with hypercapnia (high levels of carbon dioxide).
7390	0	Science &amp; Environmental Policy Project	13	Scientific criticism of SEPP's views:
7427	1	The Skeptical Environmentalist	12	Concerning problems that are more pressing at the global level, such as the depletion of fossil fuels and global warming, Lomborg argues that these issues are often overstated and that recommended policies are often inappropriate if assessed against alternatives.
7457	0	The Skeptical Environmentalist	16	Furthermore, if pesticides were not used on fruit and vegetables, their cost would rise, and consequently their consumption would go down, which would cause cancer rates to increase.
7468	0	The Skeptical Environmentalist	18	He therefore suggests that a global cost-benefit analysis be undertaken before deciding on future measures.
7481	0	The Skeptical Environmentalist	21	After receiving much criticism, the magazine published his complete rebuttal on its website, along with the counter rebuttals of John Rennie and John P. Holdren.
7486	0	The Skeptical Environmentalist	24	Jerry Mahlman's appraisal of the chapter he was asked to evaluate, states:
7510	0	The Skeptical Environmentalist	35	His richly informative, lucid book is now the place from which environmental policy decisions must be argued.
7511	0	The Skeptical Environmentalist	35	"In fact,"" The Skeptical Environmentalist ""is the most significant work on the environment since the appearance of its polar opposite, Rachel Carson's ""Silent Spring"", in 1962."
7534	0	The Skeptical Environmentalist	45	In doing so the Ministry indicated that it regarded the DCSD's previous findings of scientific dishonesty in regard to the book as invalid.
7542	0	The Skeptical Environmentalist	49	"Fog reasserted his contention that, despite the ministry's decision, most of the accusations against Lomborg were valid, and rejected what he called ""the Galileo hypothesis"", which portrays Lomborg as a brave young man confronting an entrenched opposition."
7570	0	United Nations Environment Programme	6	Prior to that appointment, she was UNEP's Deputy Executive Director.
7574	0	United Nations Environment Programme	8	Under his leadership, UN Environment's most widely acclaimed success—the historic 1987 agreement to protect the ozone layer—the Montreal Protocol was negotiated.
7581	0	United Nations Environment Programme	14	The Global 500 Roll of Honour was initiated in 1987 and ended in 2003.
7592	0	United Nations Environment Programme	19	International Environmental Education Programme (1975-1995)
7656	0	World Meteorological Organization	14	Cook Islands and Niue are WMO Members but non-members of the United Nations.
7697	0	Drought	8	Mechanisms of producing precipitation include convective, stratiform, and orographic rainfall.
7907	0	Fertilizer	30	Liquid fertilizers comprise anhydrous ammonia, aqueous solutions of ammonia, aqueous solutions of ammonium nitrate or urea.
7974	0	Fertilizer	41	The remainder accumulates in the soil or is lost as run-off.
8016	0	Fertilizer	53	The effects can be combined into an equivalent amount of carbon dioxide.
8026	0	Fertilizer	56	Within Britain, farmers are encouraged to manage their land more sustainably in 'catchment-sensitive farming'.
8029	0	Fertilizer	57	In China, regulations have been implemented to control the use of N fertilizers in farming.
8110	0	Gaia hypothesis	5	Lovelock (1995) gave evidence of this in his second book, showing the evolution from the world of the early thermo-acido-philic and methanogenic bacteria towards the oxygen-enriched atmosphere today that supports more complex life.
8112	0	Gaia hypothesis	6	by Andrei G. Lapenis, which states the biota influence certain aspects of the abiotic world, e.g.
8180	0	Gaia hypothesis	28	The only significant natural source of atmospheric carbon dioxide (CO) is volcanic activity, while the only significant removal is through the precipitation of carbonate rocks.
8236	0	Gaia hypothesis	42	In 1988, climatologist Stephen Schneider organised a conference of the American Geophysical Union.
8239	0	Gaia hypothesis	43	Kirchner claimed that Lovelock and Margulis had not presented one Gaia hypothesis, but four -
8296	0	Gaia hypothesis	62	"The latter is the ""weakest"" form of Gaia that Lovelock has advocated."
8297	0	Gaia hypothesis	62	Tyrrell rejects it.
